title,authors,source,year,citations no.
DjVu: Un Systeme de Compression d'Images pour la Distribution Reticulaire de Documents Numerises. Resume,"L Bottou, PH Ner, Y Lecun, P Howard, P Vincent, B Riemers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:FgeqF4j-V1wC,2000,1
Neural Networks,"Y LeCun, KR Muller, M Riedmiller, H Braun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:d2hLqSNro9AC,1993,1
Applying neural network technologies,"Y Le Cun, DS Touretzky",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:EkHepimYqZsC,1990,1
Hardware Considerations for Neural-net Character Recognition Systems,"LD Jackel, HP Graf, В Boser, JS Denker, Y Le Cun, RE Howard, О Matan, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:uc_IGeMz5qoC,1990,1
Advances in artificial intelligence,"F Fogelman-Soulie, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:KUbvn5osdkgC,1986,1
High-Accuracy Object Recognition with a New Convolutional Net Architecture and Learning Algorithm (abstract),"K Jarrett, KK Marc’Aurelio Ranzato, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:kRWSkSYxWN8C,2009,1
"SPECIAL ISSUE ON MULTIMEDIA SIGNAL PROCESSING, PART","AM Tekalp, RV Cox, BG Haskell, Y LeCun, B Shahraray, L Rabiner, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:NhqRSupF_l8C,n/a,0
International Journal of Computer Vision,"A Fitzgibbon, CJ Taylor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:n5u26LFhhPsC,2008,0
Computer Vision and Pattern Recognition (CVPR). Conference,"A FITZGIBBON, CJ TAYLOR, Y LECUN",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:lRnoeYR1YAAC,2008,0
Online Learning for Offroad Robots: Using Spatial Label Propagation to Learn Long-Range Traversability,"U Muller, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:m1aD9PlKDecC,2008,0
SEIZURE PREDICTION USING MACHINE LEARNING ON BIVARIATE FEATURES FROM EEG,"P Mirowski, D Madhavan, Y LeCun, RI Kuzniecky",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:qe6vwMD2xtsC,2008,0
Efficient Learning and Inference of Sparse Overcomplete Representations (abstract),"K Kavukcuoglu, YL Boureau, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Mojj43d5GZwC,2008,0
Synergistic face detection and pose estimation with energy-based models,"M Osadchy, Y LeCun, ML Miller",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&pagesize=100&citation_for_view=WLN3QrAAAAAJ:BUYA1_V_uYcC,2007,0
Analysis of ictal dynamics using generative neural networks,"P Mirowski, D Madhavan, Y LeCun, R Kuzniecky",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:CYCckWUYoCcC,2007,0
Energy-Based Factor Graphs for Prediction in Relational Data,"S Chopra, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:vRqMK49ujn8C,2007,0
Computer Vision and Pattern Recognition,"A Fitzgibbon, CJ Taylor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:F2UWTTQJPOcC,2006,0
III Recognition of Object Categories-Synergistic Face Detection and Pose Estimation with Energy-Based Models,"M Osadchy, YL Cun, ML Miller",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:zDAX0LUT-dsC,2006,0
Message from the program and general chairs,"A Fitzgibbon, CJ Taylor, Y LeCun, D Huttenlocher, D Forsyth",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:L_at8tGC9oEC,2006,0
Prediction and analysis of ictal dynamics using computational neural networks,"D Madhavan, P Mirowski, Y LeCun, R Kuzniecky",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:DyXnQzXoVgIC,2006,0
Proceedings of the 2006 Computer Vision and Pattern Recognition Conference,"A Fitzgibbon, CJ Taylor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:PELIpwtuRlgC,2006,0
"Technical report: Lush reference manual, code available at http://lush. sourceforge. net","Y Lecun, L Bottou",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:6G1OFF11MdUC,2002,0
Advances in neural information processing systems: Proceedings of the first 12 conferences (CDROM),"MI Jordan, Y Lecun, SA Solla",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:m1cs02wJCiwC,2001,0
""" S1202","CC Jay Kuo, NS Jayant, T Kanekiyo, G Karlsson, EW Knightly, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:tzPJaSocouwC,1999,0
Predicting Learning Curves without the Ground Truth Hypothesis,"L Bottou, Y LeCun, V Vapnik",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:HE397vMXCloC,1999,0
Future challenges,D LeCount,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:h6vPvb0CPpsC,1998,0
Representing and Incorporating Prior Knowledge in Neural Network Training-12-Transformation Invariance in Pattern Recognition-Tangent Distance and Tangent Propagation,"PY Simard, YA LeCun, JS Denker, B Victorri",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:JoZmwDi-zQgC,1998,0
Invited lecture,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:q3oQSFYPqjQC,1997,0
DRAFT DOCUMENT,"L Bottou, Y Bengio, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:5OQWvpknaCIC,1996,0
Predicting Communication Path Degradation or Failure,"C CORTES, LD JACKEL, Y LeCUN",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:EkMFNTzSJA0C,1994,0
Signature Veriﬁcation using a “Siamese” Time Delay Neural Network,"J Bromley, I Guyon, Y LeCun, E Siickinger, R Shah",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:gdpqVl03G0gC,1994,0
Predicting transportpath degradation/failure based on recent performance history,"W Chiang, C Cortes, LD Jackel, Y Lecun, W Lee, E Pednault, V Vapnik",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:JE23Nz_pzJ0C,1994,0
Pen-based visitor registration system (PENGUIN),"N Matic, D Henderson, Y Le Cun, Y Bengio",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:URolC5Kub84C,1994,0
Workshop summary: Workshop on learning feature hierarchies,"K Yu, R Salakhutdinov, Y LeCun, G Hinton, Y Bengio",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:tS2w5q8j5-wC,2009,0
Analysis of Feature Learning and Feature Pooling for Image Recognition (abstract),"YL Boureau, F Bach, Y LeCun, J Ponce",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:5Ul4iDaHHb8C,2010,0
Convolutional K-SVD (abstract),"A Szlam, K Kavukcuoglu, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:eMMeJKvmdy0C,2010,0
"Concerto for violin and Markov model: technical perspective. Communications of the ACM, 54 (3), 86-86","R Rowe, J Bello, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:mSXQG6lSlFkC,2011,0
Transformation invariance in pattern recognition–tangent distance and tangent propagation,"PY Simard, YA LeCun, JS Denker, B Victorri",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:3bvyWxjaHKcC,2012,0
Energy-Based methods for Simultaneous Localization and Mapping,"M Grimes, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UxriW0iASnsC,n/a,0
"Deep learning, reinforcement learning, and world models","Y Matsuo, Y LeCun, M Sahani, D Precup, D Silver, M Sugiyama, E Uchibe, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:5buzqZzMjwkC,2022,0
Separating the World and Ego Models for Self-Driving,"V Sobal, A Canziani, N Carion, K Cho, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UIW7YHcmbUEC,2022,0
The Effects of Regularization and Data Augmentation are Class Dependent,"R Balestriero, L Bottou, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:oC1yQlCKEqoC,2022,0
projUNN: efficient method for training deep networks with unitary matrices,"B Kiani, R Balestriero, Y Lecun, S Lloyd",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Lbh3VFZM3akC,2022,0
Neural Manifold Clustering and Embedding,"Z Li, Y Chen, Y LeCun, FT Sommer",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:7fE6T6CK6bcC,2022,0
Sparse Coding with Multi-Layer Decoders using Variance Regularization,"K Evtimova, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:OxQqgzTNpSoC,2021,0
Recurrent Parameter Generators,"J Wang, Y Chen, SX Yu, B Cheung, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Xi1bsBfZRoQC,2021,0
"Methods, systems, and media for detecting spoofing in mobile authentication","Y LeCun, F Lv, D Goyal, Y Wang, A Perold",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:uWFADo6cQ7YC,2020,0
System and method for biometric authentication in connection with camera-equipped devices,"Y LeCun, A Perold, Y Wang, S Waghmare",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:CY3uIpTmi-gC,2020,0
System and method for biometric authentication in connection with camera-equipped devices,"Y Lecun, A Perold, Y Wang, S Waghmare",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_xmTp9Pj6u8C,2020,0
Localisation de visages dans des images,"R Vaillant, C Monrocq, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:BwyfMAYsbu0C,1993,0
Congratulations to the 2020 AAAI Fellows!,"Y Bengio, C Breazeal, Y LeCun, R Nagpal, N Noy, M Palmer, D Radev, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:T-Bu49-jKQgC,2020,0
Informatique et sciences numériques,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:8dmKnlANe1sC,2018,0
Universality in halting time,"L Sagun, T Trogdon, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:IEHkmGLyHGEC,2016,0
ENERGY-BASED GENERATIVE ADVERSARIAL NET,"J Zhao, M Mathieu, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:plawwrVfPpoC,2016,0
System and method for biometric authentication in connection with camera-equipped devices,"Y Lecun, A Perold, Y Wang, S Waghmare",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:C7HQDqNFSbYC,2016,0
Phase 1: DCL System Research Using Advanced Approaches for Land-based or Ship-based Real-Time Recognition and Localization of Marine Mammals-HPC System Implementation,"PJ Dugan, CW Clark, YA LeCun, SM Van Parijs",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Id9pRtCSqO0C,2016,0
"Deep learning with elastic averaging SGD: 3rd International Conference on Learning Representations, ICLR 2015","S Zhang, A Choromanska, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:7gg4mBK4JdgC,2015,0
Efficient Object Localization Using Convolutional Networks,"J Tompson, R Goroshin, A Jain, Y LeCun, C Bregler",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:BqLlocMOq84C,2014,0
AAAI Workshop-Technical Report: Preface,"M Pickett, B Kuipers, Y LeCun, C Morrison",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:zBYNw3HCx4kC,2013,0
DCL System Research Using Advanced Approaches for Land-based or Ship-based Real-Time Recognition and Localization of Marine Mammals,"PJ Dugan, CW Clark, YA LeCun, SM Van Parijs",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Xz60mAmATU4C,2012,0
A New Computer Science Publishing Model,"S Zhao, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:rHJHxKgnXwkC,2011,0
technical Perspective concerto for Violin and Markov Model,"J Bello, Y LeCun, R Rowe",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:DQQjGlBKAuwC,2011,0
Building Artificial Vision Systems with Machine Learning,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:vq25oHwZT-8C,2011,0
"5TH INTERNATIONAL CONFERENCE ON LEARNING REPRESENTATIONS, ICLR 2017-CONFERENCE TRACK PROCEEDINGS","Y Yang, TM Hospedales, J Park, S Li, PTP Tang, P Dubey, W Wen, H Li, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:yFpZgd9WRDkC,2019,0
"Adams, M, Qian, Yi, Tomaszunas, J, Burtscheidt, J, Kaiser, E and lubasz, C","BE Boser, E Sackinger, J Bromley, Y leCun, LD Jackel",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:2v_ZtQDX9iAC,1992,0
Invited lecture Neural Networks and Gradient-Based Learning in OCR,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:q-HalDI95KYC,1997,0
"D. Henderson, RE Howard, W. Hubbard, O. Matan, and SA Solla","LD Jackel, B Boser, JS Denker, HP Graf, Y Le Cun, I Guyon",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:9fSugHr6AN8C,1990,0
Pedestrian Detection with Unsupervised Multi-Stage Feature Learning (Supplementary Material),"P Sermanet, K Kavukcuoglu, S Chintala, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ObAD8Md4PD8C,n/a,0
Learning a Deep Hierarchy of Sparse and Invariant Features,"Y LeCun, MA Ranzato, YL Boureau, FJ Huang, S Chopra",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:J1AsQIbV7j8C,n/a,0
An Analog Neural Network Processor and its Application to High-speed Character Recognition,"Y LeCun, RE Howard, LD Jackel",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:NKe3Q23MlFgC,n/a,0
http://yann. lecun. com,"Y LeCun, FJ Huang, L Bottou",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:EKd_EOGQzkMC,n/a,0
Deep Learning for Generic Object Recognition,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:gXFvZ3BI3UoC,n/a,0
propagation network,"Y Le Cun, RE Howard",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:kFzFP8IdBVAC,1992,0
LeRec: A NN/HMM Hybrid for On-Line Handwriting Recognition,"Y LeCun, C Noh, C Burges",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:d9ydBXnamCkC,n/a,0
Supervised and Unsupervised Methods for Learning Invariant Feature Hierarchies,"Y LeCun, MA Ranzato, FJ Huang, YL Boureau, S Chopra",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:QXXbHxWZe5oC,n/a,0
Datasets of the Unsupervised and Transfer Learning Challenge,"Y LeCun, C Costes",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:MwHAKEtqQGUC,n/a,0
an¥ § ritten igit Recognition § it1 a Bac57ProBagation Fet § or5,"Y Le Cun, B Boser, JS Denker, D Henderson, RE Howard, W Hubbard, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:D_tqNUsBuKoC,n/a,0
Report from the NSF Workshop on Integrating Approaches to Computational Cognition,"M Jones, RM Shiffrin, AL Yuille, J Zhang, X Zhu, TL Griffiths, C Kemp, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:L_l9e5I586QC,n/a,0
Name and affiliation of the authors,"C Monrocq, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:5bg8sr1QxYwC,n/a,0
Ask the locals: multi-way local pooling for image recognition Supplemental material.,"YL Boureau, N Le Roux, F Bach, J Ponce, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:oea97a5D_h0C,n/a,0
A MULTI-RANGE VISION STRATEGY FOR AUTONOMOUS OFFROAD NAVIGATION Raia Hadsell1 Ayse Erkan1,"P Sermanet, J Ben, K Kavukcuoglu, U Muller, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:raTqNPD5sRQC,n/a,0
Handwritten Digit Recognition: Applications of Neural Network Chips,"Y Le Cun, LD Jackel, B Boser, JS Denker, HP Graf, I GuyOI",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:HGTzPopzzJcC,n/a,0
Greedy structured dictionaries for fast sparse coding.,"YL Boureau, J Ponce, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:MAUkC_7iAq8C,n/a,0
DECOUPLING THE DATA GEOMETRY FROM THE PARAMETER GEOMETRY FOR STOCHASTIC GRADIENTS,"TOM SCHAUL, S ZHANG, Y LECUN",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Dem6FJhTUoYC,n/a,0
Convolutional Networks Applied to House Numbers Digit Classification,"P Sermanet, S Chintala, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:jE2MZjpN3IcC,n/a,0
"Artificial neural networks are computationally powerful and exhibit brain-like dynamics. However, it is generally believed that the backpropagation algorithm, commonly used to …","JT Rolfe, M Cook, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-7ulzOJl1JYC,n/a,0
Efficient backprop,"YA LeCun, L Bottou, GB Orr, KR Müller",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&pagesize=100&citation_for_view=WLN3QrAAAAAJ:PkcyUWeTMh0C,2012,0
Deep feature learning for real-time recognition and detection,"P Sermanet, YL Boureau, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Ade32sEp0pkC,n/a,0
Strategies for Learning Hierarchies of Invariant Features,"Y LeCun, P Sermanet, YL Boureau, C Farabet, J Rolfe, K Gregor, A Szlam",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:WC9gN4BGCRcC,n/a,0
Invariant Feature Learning on a Mobile Robot,"R Hadsell, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:9vf0nzSNQJEC,n/a,0
Autonomous Learning for Long Range Vision in Mobile Robots,"R Hadsell, P Sermanet, A Erkan, K Kavukcuoglu, U Muller, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:l7t_Zn2s7bgC,n/a,0
"End-to-End Learning of Object Categorization with Invariance Pose, Illumination, and Clutter.","Y LeCun, FJ Huang",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:u9iWguZQMMsC,n/a,0
A Study of Parallel Computing for Machine Learning: which Platform for which Application?,"B Corda, C Farabet, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:OU6Ihb5iCvQC,n/a,0
THROUGH MATRIX INVERSION AFTER NOISE INJECTION,"Y Le Cun, CC Galland, GE Hinton",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=500&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-jrNzM816MMC,n/a,0
Emergence of complex like cells in a temporal product network and its smooth generalization,"K Gregor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:seU1ZbiIO-YC,n/a,0
