title,case,year,source,citations no.
People v. Buza,"413 P. 3d 1132, 4 Cal. 5th 658, 230 Cal. Rptr… - Cal: Supreme…",2018,https://scholar.google.com/scholar_case?case=16954966946165185446&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,79
Fawcett v. Grosu,498 SW 3d 650 - Tex: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=13486694021720060843&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,79
US v. Lundin,"817 F. 3d 1151 - Court of Appeals, 9th Circuit",2016,https://scholar.google.com/scholar_case?case=18209264600416231169&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,79
Commonwealth v. Smith,"164 A. 3d 1255, 2017 PA Super 170 - Pa: Superior Court",2017,https://scholar.google.com/scholar_case?case=7997501689823881275&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,78
US v. Johnson,"875 F. 3d 1265 - Court of Appeals, 9th Circuit",2017,https://scholar.google.com/scholar_case?case=9324027561197774445&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,76
Richard v. BBC,"2018 EWHC 1837 ",2018,,76
Patel v. Facebook Inc.,"290 F. Supp. 3d 948 - Dist. Court, ND California",2018,https://scholar.google.com/scholar_case?case=10933160527502287978&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,75
US v. Lambis,"197 F. Supp. 3d 606 - Dist. Court, SD New York",2016,https://scholar.google.com/scholar_case?case=16984252173249855519&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,75
Animal Legal Defense Fund v. Herbert,"263 F. Supp. 3d 1193 - Dist. Court, D. Utah",2017,https://scholar.google.com/scholar_case?case=17168462386127929111&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,75
People v. Trujillo,"15 Cal. App. 5th 574, 223 Cal. Rptr. 3d… - Cal: Court of Appeal, 4th…",2017,https://scholar.google.com/scholar_case?case=17447983506851136760&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,74
Byrd v. MARICOPA COUNTY BD. OF SUP'RS,"845 F. 3d 919 - Court of Appeals, 9th Circuit",2017,https://scholar.google.com/scholar_case?case=8446427057659969901&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,73
US v. Patrick,"842 F. 3d 540 - Court of Appeals, 7th Circuit",2016,https://scholar.google.com/scholar_case?case=984582747310918249&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,73
Troester v. Starbucks Corp.,"421 P. 3d 1114, 5 Cal. 5th 829, 235 Cal. Rptr… - Cal: Supreme…",2018,https://scholar.google.com/scholar_case?case=14965819873240863454&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,73
"Bassett v. ABM Parking Services, Inc.","883 F. 3d 776 - Court of Appeals, 9th Circuit",2018,https://scholar.google.com/scholar_case?case=7479840552235773574&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,72
Grimm v. Gloucester County School Bd.,"302 F. Supp. 3d 730 - Dist. Court, ED Virginia",2018,https://scholar.google.com/scholar_case?case=10972818898984212657&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,72
Soundboard Association v. FTC,"888 F. 3d 1261 - Court of Appeals, Dist. of Columbia Circuit",2018,https://scholar.google.com/scholar_case?case=11325296486610540225&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,72
Carpenter v. US,"137 S. Ct. 2211, 198 L. Ed. 2d 657 - Supreme Court",2017,https://scholar.google.com/scholar_case?case=11561132889358403892&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,72
NT1 & NT2 v. Google LLC,"2018 EWHC 799 ",2018,,72
US v. Vergara,"884 F. 3d 1309 - Court of Appeals, 11th Circuit",2018,https://scholar.google.com/scholar_case?case=14412853620416287225&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,70
Sims v. Labowitz,"885 F. 3d 254 - Court of Appeals, 4th Circuit",2018,https://scholar.google.com/scholar_case?case=13132293343495601200&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,70
"Ajemian v. Yahoo!, Inc.","478 Mass. 169, 84 NE 3d 766 - Mass: Supreme Judicial Court",2017,https://scholar.google.com/scholar_case?case=11285708196848793189&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,70
Castillo v. US,"816 F. 3d 1300 - Court of Appeals, 11th Circuit",2016,https://scholar.google.com/scholar_case?case=8451043434905188302&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,69
"Barbuto v. Advantage Sales and Marketing, LLC","477 Mass. 456, 78 NE 3d 37 - Mass: Supreme Judicial Court",2017,https://scholar.google.com/scholar_case?case=10509034129879896077&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,69
Bartko v. US DEPT. OF JUSTICE,"898 F. 3d 51 - Court of Appeals, Dist. of Columbia Circuit",2018,https://scholar.google.com/scholar_case?case=6169718218303978358&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,68
Puetz v. Spectrum Health Hospitals,"919 NW 2d 439, 324 Mich. App. 51 - Mich: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=13177283251077301047&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,68
US v. Whitaker,"820 F. 3d 849 - Court of Appeals, 7th Circuit",2016,https://scholar.google.com/scholar_case?case=16587946311308562917&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,67
"STATE EDUC. ASS'N v. COM., DEPT. OF COMM.","148 A. 3d 142, 637 Pa. 337 - Pa: Supreme Court",2016,https://scholar.google.com/scholar_case?case=5279941800687971771&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,67
Matera v. Google Inc.,"2016 WL 5339806 ",2016,,67
People v. Bollaert,"248 Cal. App. 4th 699, 203 Cal. Rptr. 3d… - Cal: Court of Appeal, 4th…",2016,https://scholar.google.com/scholar_case?case=14909612162327447832&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,67
US v. Dixon,"901 F. 3d 1322 - Court of Appeals, 11th Circuit",2018,https://scholar.google.com/scholar_case?case=14696861475254416138&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,67
US v. McLamb,"880 F. 3d 685 - Court of Appeals, 4th Circuit",2018,https://scholar.google.com/scholar_case?case=14109446025022047474&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,66
"Gil v. Winn-Dixie Stores, Inc.","257 F. Supp. 3d 1340 - Dist. Court, SD Florida",2017,https://scholar.google.com/scholar_case?case=6744502269111605689&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,66
"Strike 3 Holdings, LLC v. Doe","2018 WL 2229124 ",2018,,66
Yershov v. Gannett Satellite Information,"820 F. 3d 482 - Court of Appeals, 1st Circuit",2016,https://scholar.google.com/scholar_case?case=10020627065428623013&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,65
St. Pierre v. Retrieval-Masters Creditors Bureau,"898 F. 3d 351 - Court of Appeals, 3rd Circuit",2018,https://scholar.google.com/scholar_case?case=9195975866253230738&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,64
US v. Weast,"811 F. 3d 743 - Court of Appeals, 5th Circuit",2016,https://scholar.google.com/scholar_case?case=6819929357704371331&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,64
"Kuhns v. Scottrade, Inc.","868 F. 3d 711 - Court of Appeals, 8th Circuit",2017,https://scholar.google.com/scholar_case?case=7808202712648870504&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,64
Jones v. US,168 A. 3d 703 - DC: Court of Appeals,2017,https://scholar.google.com/scholar_case?case=18032171000633635628&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,64
State v. Storm,898 NW 2d 140 - Iowa: Supreme Court,2017,https://scholar.google.com/scholar_case?case=8952974174365134643&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,64
Khan v. CHILDREN'S NAT. HEALTH SYSTEM,"188 F. Supp. 3d 524 - Dist. Court, D. Maryland",2016,https://scholar.google.com/scholar_case?case=3173821934801186208&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,63
United States v. Wilson,"2017 WL 2733879 ",2017,,63
US v. Bain,"874 F. 3d 1 - Court of Appeals, 1st Circuit",2017,https://scholar.google.com/scholar_case?case=869298489296724190&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,62
R v. Jones,"2017 SCC 60 ",2017,,62
AT v. Globe24h. com,"2017 FC 114 ",2017,,62
"Perry v. Cable News Network, Inc.","854 F. 3d 1336 - Court of Appeals, 11th Circuit",2017,https://scholar.google.com/scholar_case?case=14815601998895824339&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,61
US v. Darby,"190 F. Supp. 3d 520 - Dist. Court, ED Virginia",2016,https://scholar.google.com/scholar_case?case=10531270672708115604&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,61
State v. Parker,901 NW 2d 917 - Minn: Supreme Court,2017,https://scholar.google.com/scholar_case?case=4067619498929941381&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,61
"In re Apple, Inc.","149 F. Supp. 3d 341 - Dist. Court, ED New York",2016,https://scholar.google.com/scholar_case?case=12728977253956269993&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,61
In re Marriage of Rooks,"429 P. 3d 579, 2018 CO 85 - Colo: Supreme Court",2018,https://scholar.google.com/scholar_case?case=10377841440594779243&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,61
Privacy Commissioner v. Telstra Corporation Limited,"2017 FCAFC 4 ",2017,,60
US v. Delva,"858 F. 3d 135 - Court of Appeals, 2nd Circuit",2017,https://scholar.google.com/scholar_case?case=8501871712543660095&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,60
State v. Sisco,"373 P. 3d 549, 239 Ariz. 532 - Ariz: Supreme Court",2016,https://scholar.google.com/scholar_case?case=17857561808277157172&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,60
"Cordas v. Uber Technologies, Inc.","228 F. Supp. 3d 985 - Dist. Court, ND California",2017,https://scholar.google.com/scholar_case?case=1297950179074814062&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,60
"In re Anthem, Inc. Data Breach Litig.","327 FRD 299 ",2018,,60
Shapiro v. US Dept. of Justice,"153 F. Supp. 3d 253 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=2354391200531883706&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,59
US v. Molina-Isidoro,"884 F. 3d 287 - Court of Appeals, 5th Circuit",2018,https://scholar.google.com/scholar_case?case=619367488844731078&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,59
"Sackin v. TransPerfect Global, Inc.","278 F. Supp. 3d 739 - Dist. Court, SD New York",2017,https://scholar.google.com/scholar_case?case=719753280249655056&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,59
"In re Vizio, Inc., Consumer Privacy Litigation","238 F. Supp. 3d 1204 - Dist. Court, CD California",2017,https://scholar.google.com/scholar_case?case=15994257045430518808&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,58
US v. Thompson,"866 F. 3d 1149 - Court of Appeals, 10th Circuit",2017,https://scholar.google.com/scholar_case?case=6426859852730720798&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,58
US v. Contreras,"905 F. 3d 853 - Court of Appeals, 5th Circuit",2018,https://scholar.google.com/scholar_case?case=8141295788963056039&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,58
State v. Randolph,"159 A. 3d 394, 228 NJ 566 - NJ: Supreme Court",2017,https://scholar.google.com/scholar_case?case=8646974880804534425&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,58
In re Application for a Search Warrant,"236 F. Supp. 3d 1066 - Dist. Court, ND Illinois",2017,https://scholar.google.com/scholar_case?case=18232962533726995355&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,58
US v. Dahda,"853 F. 3d 1101 - Court of Appeals, 10th Circuit",2017,https://scholar.google.com/scholar_case?case=11763782334212547942&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,57
"Williams v. Affinion Group, LLC","889 F. 3d 116 - Court of Appeals, 2nd Circuit",2018,https://scholar.google.com/scholar_case?case=18418642259625041252&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,57
MATTER OF WARRANT TO SEARCH EMAIL ACCOUNT,"855 F. 3d 53 - Court of Appeals, 2nd Circuit",2017,https://scholar.google.com/scholar_case?case=4004560388364424542&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,56
In re QR,"7 Cal. App. 5th 1231, 213 Cal. Rptr. 3d… - Cal: Court of Appeal, 6th…",2017,https://scholar.google.com/scholar_case?case=9215589861610939277&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,56
In re Search Warrant No. 16-960-M-01 to Google,"232 F. Supp. 3d 708 - Dist. Court, ED Pennsylvania",2017,https://scholar.google.com/scholar_case?case=6003017541988282630&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,56
Millard v. Rankin,"265 F. Supp. 3d 1211 - Dist. Court, D. Colorado",2017,https://scholar.google.com/scholar_case?case=813989125579177356&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,56
US v. Reddick,"900 F. 3d 636 - Court of Appeals, 5th Circuit",2018,https://scholar.google.com/scholar_case?case=10785959132623429774&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,55
"De Havilland v. FX NETWORKS, LLC","21 Cal. App. 5th 845, 230 Cal. Rptr. 3d… - Cal: Court of Appeal, 2nd…",2018,https://scholar.google.com/scholar_case?case=15081340477335078898&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,55
Patel v. Hussain,485 SW 3d 153 - Tex: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=5211055769905940100&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,55
Jones v. Chandrasuwan,"820 F. 3d 685 - Court of Appeals, 4th Circuit",2016,https://scholar.google.com/scholar_case?case=17460739456459533364&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,55
James v. Global TelLink Corp.,"852 F. 3d 262 - Court of Appeals, 3rd Circuit",2017,https://scholar.google.com/scholar_case?case=13441368569207177577&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,55
US v. Werdene,"188 F. Supp. 3d 431 - Dist. Court, ED Pennsylvania",2016,https://scholar.google.com/scholar_case?case=8821285429037779497&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,54
Cottrell v. Smith,"788 SE 2d 772, 299 Ga. 517 - Ga: Supreme Court",2016,https://scholar.google.com/scholar_case?case=3157564692419736788&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,54
Hassell v. Bird,"247 Cal. App. 4th 1336, 203 Cal. Rptr. 3d… - Cal: Court of Appeal, 1st…",2016,https://scholar.google.com/scholar_case?case=4747358786045449642&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,54
State v. Burkert,"174 A. 3d 987, 231 NJ 257 - NJ: Supreme Court",2017,https://scholar.google.com/scholar_case?case=12437819686474382460&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,53
US v. Miranda-Sotolongo,"827 F. 3d 663 - Court of Appeals, 7th Circuit",2016,https://scholar.google.com/scholar_case?case=6969266386690605163&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,53
EROTIC SERV. PROVIDER LEGAL EDUC. v. Gascon,"880 F. 3d 450 - Court of Appeals, 9th Circuit",2018,https://scholar.google.com/scholar_case?case=263831998623732689&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,53
In re Google Referrer Header Privacy Litigation,"869 F. 3d 737 - Court of Appeals, 9th Circuit",2017,https://scholar.google.com/scholar_case?case=10752019720999742003&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,52
US v. Stimler,"864 F. 3d 253 - Court of Appeals, 3rd Circuit",2017,https://scholar.google.com/scholar_case?case=11576860386450722230&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,52
"Boelter v. Hearst Communications, Inc.","192 F. Supp. 3d 427 - Dist. Court, SD New York",2016,https://scholar.google.com/scholar_case?case=4265023496200293187&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,52
Zadeh v. Robinson,"902 F. 3d 483 - Court of Appeals, 5th Circuit",2018,https://scholar.google.com/scholar_case?case=11429370861168916271&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,52
Ex parte Jones,"2018 WL 2228888 ",2018,,52
"Unwired Planet, LLC v. Google Inc.","841 F. 3d 1376 - Court of Appeals, Federal Circuit",2016,https://scholar.google.com/scholar_case?case=2638266718259660220&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,51
Crookston v. Johnson,"841 F. 3d 396 - Court of Appeals, 6th Circuit",2016,https://scholar.google.com/scholar_case?case=5046386453444595821&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,51
"Vigil v. Take-Two Interactive Software, Inc.","235 F. Supp. 3d 499 - Dist. Court, SD New York",2017,https://scholar.google.com/scholar_case?case=4202953649676095238&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,51
American Farm Bureau Federation v. USEPA,"836 F. 3d 963 - Court of Appeals, 8th Circuit",2016,https://scholar.google.com/scholar_case?case=8547318915951106182&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,50
US v. Sweeney,"821 F. 3d 893 - Court of Appeals, 7th Circuit",2016,https://scholar.google.com/scholar_case?case=12755091504888456440&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,50
Pennsylvania State Police v. Grove,"161 A. 3d 877, 640 Pa. 1 - Pa: Supreme Court",2017,https://scholar.google.com/scholar_case?case=16535130179847984822&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,50
US v. Beene,"818 F. 3d 157 - Court of Appeals, 5th Circuit",2016,https://scholar.google.com/scholar_case?case=10168324557749873046&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,50
El-Nahal v. Yassky,"835 F. 3d 248 - Court of Appeals, 2nd Circuit",2016,https://scholar.google.com/scholar_case?case=8257064451693195517&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,50
ELECTRONIC PRIVACY INFO. v. US DRUG ENFORCEMENT,"192 F. Supp. 3d 92 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=5535032989169027230&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
US v. Caira,"833 F. 3d 803 - Court of Appeals, 7th Circuit",2016,https://scholar.google.com/scholar_case?case=16347896601874193542&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
Love v. State,543 SW 3d 835 - Tex: Court of Criminal Appeals,2016,https://scholar.google.com/scholar_case?case=13405175117311566999&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
Bernsten v. O'REILLY,"307 F. Supp. 3d 161 - Dist. Court, SD New York",2018,https://scholar.google.com/scholar_case?case=18195190989262590013&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
United States v. Ryan Anthony Adams,"2016 WL 4212079 ",2016,,49
Commonwealth v. Ennels,"167 A. 3d 716, 2017 PA Super 217 - Pa: Superior Court",2017,https://scholar.google.com/scholar_case?case=15619238429624332863&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
Mendez v. County of Los Angeles,"897 F. 3d 1067 - Court of Appeals, 9th Circuit",2018,https://scholar.google.com/scholar_case?case=17181384079922684028&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
Edwards v. State,497 SW 3d 147 - Tex: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=1591618779639283894&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
"Davenport v. Edward D. Jones & Company, LP","891 F. 3d 162 - Court of Appeals, 5th Circuit",2018,https://scholar.google.com/scholar_case?case=11545402490686337383&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,49
"Mey v. Got Warranty, Inc.","193 F. Supp. 3d 641 - Dist. Court, ND West Virginia",2016,https://scholar.google.com/scholar_case?case=3238509088236013862&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,48
"Brickman v. Facebook, Inc.","230 F. Supp. 3d 1036 - Dist. Court, ND California",2017,https://scholar.google.com/scholar_case?case=17575797759289786874&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,48
State v. Grady,"817 SE 2d 18, 259 NC App. 664 - NC: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=6177366699876981053&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,48
People v. Mahdi,"894 NW 2d 732, 317 Mich. App. 446 - Mich: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=9118945411364762150&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,48
